083a8bb3-3dbb-4ed4-829a-72d93bd948d4,8500,592,7908,5592
1f9d32bf-9ed7-4789-b14d-852d8b9c4f88,16200,10305.3,5894.7,8734
e79586ee-0a1b-4034-95f8-3a63ca47607f,13800,3934,9866,5434
